,Agent_Age,Agent_Rating,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Distance_km,Order_Hour,Order_Day,Pickup_Delay_Minutes,precictted_dilevery_time
78,27,4.7,17,144,160,0,1,2,0,76,0,17.04433026158702,21.0,2.0,15.0,72.93375
79,30,4.8,5,173,192,5,2,1,0,59,14,17.259376716936664,23.0,2.0,15.0,60.33789
80,25,4.4,33,113,125,0,3,2,0,73,7,17.039320664078645,18.0,2.0,5.0,73.100586
81,25,4.7,33,114,126,3,3,1,3,54,4,16.790293751513897,18.0,2.0,5.0,53.43871
82,30,5.0,30,42,47,3,0,1,0,65,8,2.976038261804114,11.0,2.0,5.0,63.18349
83,24,4.6,16,141,156,3,1,1,0,47,6,9.204543446314432,20.0,2.0,10.0,49.229084
84,39,4.8,10,154,171,3,1,1,0,62,6,7.648215327844156,21.0,2.0,15.0,61.745472
85,25,4.8,4,53,59,5,0,2,3,53,13,6.164026189217134,12.0,2.0,5.0,49.95113
86,37,4.6,7,171,190,1,2,1,3,76,8,12.189899417672075,23.0,2.0,15.0,75.61349
87,24,5.0,8,32,36,1,2,1,0,57,4,1.5496181081271545,10.0,2.0,5.0,57.269413
88,25,4.2,29,148,165,3,1,1,0,73,3,16.872927418719993,21.0,2.0,15.0,72.26093
89,32,4.6,38,24,29,3,2,1,0,59,9,1.507218847377163,10.0,2.0,10.0,58.873775
90,34,4.7,5,166,182,2,2,2,0,49,2,6019.211230800505,23.0,2.0,5.0,49.074818
91,38,4.9,18,8,12,0,2,2,3,49,1,3.020706639820848,8.0,2.0,15.0,50.319313
92,36,4.8,21,109,120,4,3,3,0,49,6,13.391515800864783,17.0,2.0,5.0,54.947166
93,25,5.0,25,137,153,3,1,1,0,49,4,16.695945260595646,20.0,2.0,15.0,53.6631
94,29,5.0,38,158,174,4,2,1,0,52,9,7.756832982430433,22.0,2.0,5.0,53.240654
95,36,4.7,41,173,191,2,2,3,0,63,2,13.750484667228939,23.0,2.0,10.0,62.26114
96,33,4.7,18,170,187,1,2,1,0,54,13,7.774259486970199,23.0,2.0,5.0,53.653477
97,36,4.4,20,52,60,0,0,2,0,73,12,6.2054267911859675,12.0,2.0,15.0,72.30997
98,21,4.8,11,171,190,5,2,1,0,53,14,16.824024800777703,23.0,2.0,15.0,53.975266
99,25,4.8,32,176,2,0,2,2,3,9,5,4.601882860108752,23.0,2.0,-1425.0,8.093109
100,23,4.8,23,164,181,5,2,1,0,51,4,19.846613904419858,22.0,2.0,10.0,53.36632
101,25,4.6,8,27,33,3,2,1,3,49,1,1.55490238236473,10.0,2.0,15.0,47.023277
102,24,4.3,22,9,13,2,2,1,3,53,0,3.020916215301368,8.0,2.0,15.0,55.991005
103,27,4.6,11,148,165,2,1,1,0,63,0,13.94442758388673,21.0,2.0,15.0,64.14667
104,23,4.8,25,161,177,0,2,2,3,56,7,16.80256330471995,22.0,2.0,5.0,57.384087
105,21,4.3,29,134,149,1,1,2,0,76,1,20.16747676677057,20.0,2.0,10.0,76.05814
106,27,4.7,22,33,39,2,2,2,3,46,14,3.035902790349682,10.0,2.0,15.0,45.822365
107,32,4.2,15,139,154,0,1,1,0,72,12,20.212460530271784,20.0,2.0,10.0,75.10398
108,25,4.6,17,169,188,4,2,1,0,57,9,16.6952795873628,23.0,2.0,15.0,59.750782
109,39,4.7,0,29,35,0,2,2,0,49,1,2.980982302644137,10.0,2.0,15.0,49.51505
110,27,4.6,21,174,191,4,2,1,0,58,11,12.142518774381282,23.0,2.0,5.0,58.677402
111,39,3.8,23,132,145,5,1,1,0,71,1,16.79399979607481,19.0,2.0,5.0,72.4057
112,31,4.8,8,157,174,2,2,2,0,58,14,7.747259356563763,22.0,2.0,10.0,58.65241
113,31,4.8,8,167,184,4,2,3,0,47,8,9.043027721349308,23.0,2.0,5.0,45.786823
114,20,4.8,36,14,19,0,2,1,1,50,14,1.5514770796415485,9.0,2.0,15.0,50.017975
115,36,4.9,9,115,128,0,3,1,3,76,3,12.056953151950662,18.0,2.0,10.0,75.61208
116,20,4.9,27,156,173,2,2,1,0,51,15,13.561204009757525,22.0,2.0,10.0,52.006363
117,24,4.6,40,142,158,0,1,1,0,59,7,4.464417671579878,20.0,2.0,15.0,57.429367
118,39,4.2,35,119,131,1,3,2,0,73,2,16.610672955997153,18.0,2.0,5.0,75.16118
119,37,4.8,24,77,86,4,0,2,0,52,11,6.219419664894865,14.0,2.0,10.0,54.276096
120,32,4.9,24,98,109,2,3,1,0,62,1,6.196805343667927,16.0,2.0,10.0,61.291286
121,22,4.5,4,158,176,2,2,2,0,52,12,7.4519201744257,22.0,2.0,15.0,50.616455
122,23,4.9,25,1,3,5,2,2,0,52,2,20.212460530271784,0.0,2.0,15.0,51.5197
123,33,4.7,15,145,161,1,1,2,0,83,0,16.577488524535227,21.0,2.0,10.0,82.466644
124,23,4.633780473846858,6,170,188,4,2,1,0,49,13,4.53364788897892,23.0,2.0,10.0,49.264465
125,27,4.6,37,171,188,4,2,1,0,55,10,12.396712257294284,23.0,2.0,5.0,55.627846
126,34,4.7,8,70,80,4,0,2,0,57,15,6.108440050157439,14.0,2.0,15.0,58.12964
127,26,5.0,40,25,30,1,2,2,3,45,14,1.5180601842214017,10.0,2.0,10.0,45.28454
128,31,4.6,30,147,164,0,1,1,0,59,13,9.0744717731442,21.0,2.0,15.0,59.315056
129,32,4.9,14,10,12,1,2,1,0,52,1,3.059241752280784,8.0,2.0,5.0,51.001556
130,27,4.7,16,12,14,0,2,1,0,48,11,3.020731790895242,9.0,2.0,5.0,48.446
131,21,4.9,19,108,121,5,3,1,0,70,10,13.945658037651098,17.0,2.0,15.0,69.46433
132,28,4.8,30,167,184,1,2,1,0,52,8,7.747793362638613,23.0,2.0,5.0,52.580105
133,24,4.9,36,95,107,1,3,2,3,51,15,6.276138627413788,16.0,2.0,15.0,50.283123
134,33,4.4,12,6,9,2,2,1,0,62,4,1.534129114265342,8.0,2.0,10.0,59.948025
135,20,4.6,25,139,155,1,1,1,0,78,6,13.945629461520332,20.0,2.0,15.0,76.1769
136,31,4.3,20,170,189,5,2,1,0,54,15,9.329319541894728,23.0,2.0,15.0,54.544178
137,36,5.0,37,132,146,1,1,1,0,69,11,10.586720360323753,19.0,2.0,10.0,73.08907
138,31,4.2,29,147,163,2,1,1,0,40,5,17.042634005428827,21.0,2.0,10.0,33.007656
139,39,4.1,30,152,167,3,1,2,0,68,4,9.204512751051547,21.0,2.0,5.0,66.566635
140,29,4.6,19,129,144,4,1,3,0,51,9,12.142670416282547,19.0,2.0,15.0,52.232384
141,29,4.6,10,76,85,2,0,2,3,57,0,6.071413761024368,14.0,2.0,10.0,53.116753
142,37,4.9,16,112,125,1,3,1,0,61,1,4.6646029783419385,18.0,2.0,10.0,62.140514
143,33,4.7,24,48,55,0,0,1,3,60,12,6.276138627413788,12.0,2.0,10.0,61.20157
144,31,3.9,25,173,191,0,2,2,0,69,10,10.69100092566136,23.0,2.0,10.0,68.89783
145,37,4.6,26,54,60,5,0,1,3,75,9,6.276138627413788,12.0,2.0,5.0,71.455666
146,26,4.4,14,169,187,2,2,1,1,57,15,9.296531667508525,23.0,2.0,10.0,56.7353
147,24,4.6,11,109,121,3,3,1,0,64,2,17.10252275797518,17.0,2.0,10.0,62.31901
148,23,4.8,40,27,32,5,2,2,0,53,10,3.1380694073889375,10.0,2.0,10.0,51.067448
149,36,4.9,18,13,18,5,2,2,0,61,4,1.5690347154047224,9.0,2.0,15.0,60.08162
150,39,4.8,38,50,58,0,0,1,0,62,3,6.205591081602371,12.0,2.0,15.0,63.72997
151,20,4.7,27,101,113,2,3,1,0,58,15,12.438452034187614,17.0,2.0,10.0,60.357365
152,20,5.0,37,124,139,0,1,1,3,70,14,20.166286848244525,19.0,2.0,15.0,70.228775
153,29,4.3,2,175,192,2,2,1,0,62,3,9.067759514408273,23.0,2.0,5.0,63.275455
154,36,4.8,35,119,131,1,3,1,3,65,13,17.103104604488404,18.0,2.0,5.0,64.93821
155,36,4.0,23,140,154,4,1,1,0,78,12,13.611105169020725,20.0,2.0,5.0,74.00127
156,22,4.8,21,156,174,5,2,2,0,49,3,12.056968418188383,22.0,2.0,15.0,48.22285
157,38,4.4,37,103,114,5,3,1,0,67,15,10.704957546119868,17.0,2.0,5.0,66.42722
158,39,4.9,24,132,147,1,1,1,0,64,3,7.5891604266055,19.0,2.0,15.0,60.673344
159,24,4.9,34,113,126,3,3,2,0,56,9,7.551948584727422,18.0,2.0,10.0,57.719753
160,30,4.1,41,175,0,1,2,1,0,77,14,10.983241696284244,23.0,2.0,-1430.0,75.721924
161,35,4.8,11,104,116,1,3,1,0,82,7,13.804873199406153,17.0,2.0,10.0,78.07408
162,33,4.5,11,174,0,3,2,3,0,53,11,13.941657178556436,23.0,2.0,-1425.0,54.02174
163,39,4.7,3,116,128,5,3,1,3,55,3,10.900635211617388,18.0,2.0,5.0,54.668
164,31,4.3,31,150,166,5,1,1,0,78,9,12.099040609550999,21.0,2.0,10.0,76.85296
165,37,4.5,24,8,12,5,2,2,0,60,1,1.5495096221395899,8.0,2.0,15.0,59.331844
166,37,4.7,38,161,177,5,2,2,0,16,5,4.654256824131882,22.0,2.0,5.0,16.271786
167,33,5.0,26,42,47,5,0,1,0,65,14,1.5269331229160865,11.0,2.0,5.0,62.91607
168,24,4.6,14,170,189,3,2,2,3,9,5,9.414207472710387,23.0,2.0,15.0,8.260366
169,33,4.5,9,123,136,4,1,2,0,52,8,11.902924672837507,19.0,2.0,5.0,52.576756
170,39,4.7,5,119,133,1,3,1,0,72,4,10.472797742862058,18.0,2.0,15.0,71.25348
171,37,4.6,35,113,126,0,3,1,0,66,9,13.563852221699795,18.0,2.0,10.0,69.810814
172,25,4.9,14,160,176,2,2,2,0,51,7,7.6696078159334125,22.0,2.0,5.0,49.577023
173,28,4.8,10,122,134,1,3,2,3,45,1,9.177365744557306,19.0,2.0,5.0,44.684837
174,38,4.7,36,57,65,5,0,1,0,65,3,6.205474967025106,13.0,2.0,10.0,66.095375
175,31,4.6,26,110,122,5,3,1,0,59,12,9.308258482124039,17.0,2.0,10.0,60.533806
176,25,4.8,22,131,146,0,1,1,0,56,7,9.164099415262326,19.0,2.0,15.0,57.58235
177,35,4.9,9,146,161,1,1,1,0,77,12,10.858950700039365,21.0,2.0,5.0,79.0418
178,39,4.7,37,128,142,1,1,1,0,76,6,10.550295445173377,19.0,2.0,10.0,74.96907
179,38,3.9,13,123,137,3,1,1,0,76,8,12.082423061297098,19.0,2.0,10.0,74.245316
180,35,4.7,28,147,163,1,1,1,0,68,13,4.647989333607506,21.0,2.0,10.0,69.95148
181,29,4.7,8,21,26,2,2,1,0,51,14,2.977717993714077,9.0,2.0,15.0,49.986687
182,27,4.6,30,139,153,3,1,2,0,59,10,4.5541509794301644,20.0,2.0,5.0,57.44843
183,38,4.3,41,146,162,2,1,1,2,88,2,13.962004343954739,21.0,2.0,10.0,86.56798
184,36,4.9,9,166,184,5,2,1,0,55,4,10.625702124383546,23.0,2.0,15.0,54.33507
185,26,4.0,38,78,87,0,0,1,0,68,13,6.136519522327368,15.0,2.0,10.0,68.041084
186,26,4.1,1,130,143,1,1,1,0,70,10,13.41246037752413,19.0,2.0,5.0,67.78136
187,36,4.9,42,108,120,4,3,1,0,51,3,9.308662119355633,17.0,2.0,10.0,49.1567
188,21,4.7,10,12,15,4,2,1,0,50,4,1.4880598281970034,9.0,2.0,10.0,51.012154
189,35,4.7,43,133,146,4,1,3,0,61,0,12.39395555693745,20.0,2.0,5.0,62.73261
190,20,4.5,24,54,60,1,0,1,0,60,8,6.20545250887856,12.0,2.0,5.0,56.740894
191,23,4.6,37,151,168,1,1,1,0,80,6,13.764250249667594,21.0,2.0,15.0,77.72793
192,37,5.0,6,132,146,4,1,1,0,63,14,9.066849655818128,19.0,2.0,10.0,59.838375
193,26,4.8,16,128,141,2,1,1,0,57,11,9.297076456518703,19.0,2.0,5.0,58.19061
194,29,5.0,33,161,179,2,2,2,3,45,14,12.142486110300185,22.0,2.0,15.0,41.48967
195,26,4.9,31,101,114,3,3,1,0,62,0,16.612635818204165,17.0,2.0,15.0,62.39727
196,29,4.8,18,128,141,0,1,1,0,59,4,9.177225998300312,19.0,2.0,5.0,57.306915
197,29,4.7,10,28,34,2,2,1,0,45,13,3.013958870983999,10.0,2.0,15.0,46.781647
198,21,4.9,4,112,125,5,3,2,0,60,4,4.391724962431039,18.0,2.0,10.0,58.577225
199,22,4.3,14,24,30,3,2,1,0,57,0,3.1028522086456105,10.0,2.0,15.0,56.239353
200,31,4.0,25,109,122,1,3,1,0,73,8,11.902753837483976,17.0,2.0,15.0,71.555756
201,20,4.5,40,10,13,1,2,1,1,45,0,3.1098846908757523,8.0,2.0,10.0,46.647495
202,30,3.9,43,132,147,3,1,3,0,66,0,12.09895659021292,19.0,2.0,15.0,65.61337
203,36,4.8,13,110,123,1,3,1,0,77,11,10.846831683112223,17.0,2.0,15.0,76.559616
204,24,4.7,26,83,93,1,3,2,0,47,3,6.205738534229064,15.0,2.0,10.0,47.597538
205,32,4.7,28,19,23,5,2,3,0,59,7,1.5513238067891462,9.0,2.0,10.0,60.653362
206,25,5.0,26,114,126,5,3,1,0,61,2,9.294705791241629,18.0,2.0,5.0,61.829266
207,27,4.5,34,84,95,5,3,2,0,63,12,6.136227883482838,15.0,2.0,15.0,60.881405
208,32,4.1,35,113,127,2,3,1,0,67,12,10.845889966900735,18.0,2.0,15.0,66.1445
209,23,4.7,24,99,109,1,3,1,3,9,5,6.19703893141132,16.0,2.0,5.0,8.199381
210,39,4.4,35,112,124,4,3,1,0,67,11,20.14112443663039,18.0,2.0,5.0,67.15559
211,20,4.8,28,124,137,1,1,1,0,62,0,9.414207472710387,19.0,2.0,5.0,60.319878
212,20,4.8,11,115,128,5,3,3,1,49,3,11.905861749702474,18.0,2.0,10.0,51.66477
213,29,4.6,4,138,154,3,1,2,0,63,12,4.488577625714156,20.0,2.0,15.0,61.744766
214,26,4.9,35,165,181,3,2,2,0,52,13,20.827572697496162,22.0,2.0,5.0,51.83269
215,25,5.0,2,33,37,3,2,1,0,48,0,1.557337963675556,10.0,2.0,5.0,47.665432
216,34,4.7,40,89,100,5,3,1,0,64,11,6.1983397369141935,16.0,2.0,15.0,62.535557
217,31,4.9,2,76,86,4,0,1,0,62,15,6.163798689174008,14.0,2.0,15.0,61.257603
218,24,4.7,23,136,150,1,1,1,0,73,3,20.397442775188328,20.0,2.0,5.0,71.117485
219,30,4.9,39,122,136,0,3,1,0,64,12,13.805626960611738,19.0,2.0,15.0,66.5771
220,36,4.8,27,113,125,2,3,1,0,70,0,19.351082464681973,18.0,2.0,5.0,72.69973
221,36,4.4,35,172,191,1,2,1,0,71,6,20.832850885766774,23.0,2.0,15.0,70.62334
222,26,4.7,11,128,141,0,1,1,0,77,0,20.827407215134496,19.0,2.0,5.0,76.49055
223,30,4.6,33,172,190,4,2,2,1,63,0,16.635239139962547,23.0,2.0,10.0,61.211155
224,20,4.8,0,111,124,3,3,2,0,59,11,4.707104052532131,18.0,2.0,15.0,59.74418
225,33,4.7,16,112,126,1,3,3,3,49,1,7.747301749382407,18.0,2.0,15.0,49.368885
226,34,4.0,19,145,160,5,1,1,0,73,2,13.743748712643285,21.0,2.0,5.0,73.64223
227,36,4.6,41,173,191,5,2,1,0,54,2,12.271931674507936,23.0,2.0,10.0,53.63606
228,33,4.6,0,34,39,1,2,1,0,49,0,2.9810670001645105,11.0,2.0,10.0,49.968292
229,22,4.8,7,163,181,2,2,1,0,50,7,16.760840661943323,22.0,2.0,15.0,49.59328
230,38,4.7,26,34,40,4,2,2,0,53,2,1.5294048118807104,11.0,2.0,15.0,52.82526
231,27,4.9,9,170,189,1,2,2,0,54,8,12.396903135321155,23.0,2.0,15.0,54.01966
232,32,4.8,3,144,159,4,1,2,0,59,1,10.432310169081864,21.0,2.0,10.0,57.165016
233,26,4.8,33,127,141,0,1,1,0,77,6,12.396259636749217,19.0,2.0,10.0,76.03576
234,29,4.5,11,165,182,5,2,1,3,49,15,19.630777254614774,22.0,2.0,10.0,48.879513
235,31,4.5,43,137,153,4,1,1,3,63,10,12.43875210831113,20.0,2.0,15.0,61.90567
236,28,4.6,32,51,59,3,0,1,0,48,9,6.135383422532994,12.0,2.0,15.0,53.477825
237,21,4.8,0,121,133,4,3,1,0,45,15,8.91888668509988,18.0,2.0,5.0,46.265648
238,21,4.0,34,163,179,2,2,1,0,53,2,7.774458242271917,22.0,2.0,5.0,52.33968
239,30,4.9,25,174,192,5,2,1,0,63,12,12.552275755914394,23.0,2.0,10.0,62.59972
240,29,4.7,0,82,91,0,3,1,3,45,11,5.984484703060141,15.0,2.0,5.0,43.11635
241,20,4.8,34,39,45,4,0,1,0,48,14,1.527154370684199,11.0,2.0,10.0,47.364773
242,28,5.0,5,161,178,5,2,1,3,49,4,13.713493498525082,22.0,2.0,10.0,51.65073
243,25,4.7,23,172,190,2,2,1,0,6,5,10.687630840937123,23.0,2.0,10.0,6.684694
244,38,4.8,34,27,31,3,2,1,0,54,0,3.0986894979955277,10.0,2.0,5.0,57.40124
245,39,4.9,10,158,175,3,2,1,0,60,10,4.60191950861356,22.0,2.0,10.0,60.283558
246,26,4.9,20,102,113,5,3,2,0,60,4,9.107880591147303,17.0,2.0,5.0,58.44518
247,33,4.4,21,149,166,5,1,1,3,77,14,10.883781468541267,21.0,2.0,15.0,77.5759
248,24,4.6,8,118,131,2,3,1,3,59,6,9.074511964797063,18.0,2.0,10.0,52.243427
249,24,4.9,28,79,89,1,3,1,0,62,14,6.2195799756053045,15.0,2.0,10.0,58.461266
250,33,4.5,17,164,182,3,2,2,0,51,13,13.59174349203564,22.0,2.0,15.0,50.370625
251,35,4.2,27,127,141,5,1,1,0,78,11,13.591608297249033,19.0,2.0,10.0,76.32822
252,27,4.2,43,138,152,3,1,1,0,67,7,13.740852946326266,20.0,2.0,5.0,66.08367
253,29,4.5,40,119,131,4,3,1,0,49,4,4.64841181693955,18.0,2.0,5.0,52.632454
254,34,4.7,1,167,185,1,2,2,0,61,12,19.321445595986216,23.0,2.0,10.0,61.098797
255,20,4.7,0,35,42,0,0,2,0,15,5,2.9809448604624884,11.0,2.0,15.0,15.217352
256,29,4.8,42,65,72,4,0,1,0,52,11,6.049870868802052,13.0,2.0,5.0,49.951138
257,22,4.9,42,118,130,3,3,2,0,55,8,9.074580779980996,18.0,2.0,5.0,56.946358
258,35,4.9,7,146,163,0,1,1,0,43,5,10.405169702130612,21.0,2.0,15.0,38.075214
259,32,4.4,1,152,168,2,1,1,0,76,8,17.129275527672867,21.0,2.0,10.0,76.146286
260,28,4.9,3,147,164,4,1,1,0,54,15,16.10037667090034,21.0,2.0,15.0,55.46764
261,30,4.7,9,163,180,1,2,2,0,63,6,20.21236367487059,22.0,2.0,10.0,62.60879
262,22,4.7,41,134,149,3,1,2,3,49,4,17.042634005428827,20.0,2.0,10.0,51.89602
263,36,4.7,16,114,128,1,3,1,0,64,6,7.774458242271917,18.0,2.0,15.0,64.39141
264,23,4.8,19,140,154,5,1,1,0,18,5,19.731429221614068,20.0,2.0,5.0,18.314152
265,22,4.8,38,23,26,3,2,1,1,9,5,3.0206490444019702,10.0,2.0,5.0,8.12035
266,29,4.5,7,160,177,2,2,1,0,49,7,19.807161975395392,22.0,2.0,10.0,49.99009
267,34,4.9,29,153,170,2,1,1,3,84,13,17.04198395713032,21.0,2.0,15.0,82.0899
268,38,4.1,12,43,48,3,0,1,0,75,8,1.5496365009021704,11.0,2.0,5.0,73.39095
